Recency,Frequency,Monetary,Cluster,Segment
12,4,1353.74,0,Regular
18,1,170.32,0,Regular
51,1,125.79,0,Regular
25,2,841.1999999999999,0,Regular
28,1,266.76,0,Regular
6,2,52.2,0,Regular
10,12,14389.9,3,High-Value
185,3,710.28,1,Occasional
2,8,2953.59,0,Regular
8,2,721.45,0,Regular
261,1,327.25,1,Occasional
2,4,501.28000000000003,0,Regular
209,1,519.68,1,Occasional
107,2,1465.3200000000002,0,Regular
12,9,1476.09,0,Regular
76,3,690.59,0,Regular
19,1,255.4,0,Regular
26,2,589.7,0,Regular
18,6,761.59,0,Regular
131,1,765.3199999999999,0,Regular
252,1,364.8,1,Occasional
78,1,1862.0,0,Regular
206,1,369.2,1,Occasional
335,1,135.9,1,Occasional
253,1,125.65,1,Occasional
147,2,554.38,1,Occasional
9,2,1237.8500000000001,0,Regular
84,1,655.75,0,Regular
7,20,11138.710000000001,3,High-Value
204,2,468.77000000000004,1,Occasional
7,4,1366.38,0,Regular
22,6,1269.31,0,Regular
10,9,1421.29,0,Regular
25,1,332.66,0,Regular
20,5,2795.33,0,Regular
1,2,1025.44,0,Regular
157,2,616.15,1,Occasional
2,7,3501.1,0,Regular
73,1,277.8,0,Regular
2,4,434.35,0,Regular
0,201,143711.17,2,High-Value
16,2,867.85,0,Regular
35,4,1227.43,0,Regular
90,2,307.48,0,Regular
70,4,1268.98,0,Regular
115,2,1610.15,0,Regular
212,2,977.77,1,Occasional
29,2,1316.07,0,Regular
50,1,749.1,0,Regular
245,1,310.05,1,Occasional
31,1,223.88,0,Regular
108,3,2362.96,0,Regular
4,5,1257.68,0,Regular
365,1,363.53,1,Occasional
81,2,1890.94,0,Regular
296,1,1784.71,1,Occasional
33,8,8137.02,0,Regular
56,3,1621.88,0,Regular
29,12,5900.25,0,Regular
13,1,100.9,0,Regular
71,2,290.82,0,Regular
22,6,1101.97,0,Regular
18,1,371.2,0,Regular
78,1,311.69,0,Regular
59,11,8099.49,0,Regular
24,1,285.67,0,Regular
11,1,294.85,0,Regular
252,1,58.49,1,Occasional
146,3,483.72999999999996,1,Occasional
63,4,695.42,0,Regular
7,2,221.27,0,Regular
10,9,7044.68,0,Regular
270,1,126.7,1,Occasional
9,5,1472.34,0,Regular
246,1,206.21,1,Occasional
95,2,596.09,0,Regular
14,1,183.02,0,Regular
49,1,463.8,0,Regular
29,1,147.59,0,Regular
67,4,1592.06,0,Regular
34,3,1097.98,0,Regular
127,1,114.77,0,Regular
106,3,1314.45,0,Regular
36,1,89.94,0,Regular
56,1,279.94,0,Regular
56,7,790.86,0,Regular
71,5,1921.3700000000001,0,Regular
245,1,102.12,1,Occasional
18,2,202.37,0,Regular
197,2,292.01,1,Occasional
15,2,326.4,0,Regular
211,1,334.54,1,Occasional
38,2,231.98000000000002,0,Regular
45,3,546.1999999999999,0,Regular
169,2,414.87,1,Occasional
47,1,490.52,0,Regular
115,4,1641.76,0,Regular
146,1,1220.77,1,Occasional
15,28,6295.37,3,High-Value
50,1,480.38,0,Regular
158,1,156.91,1,Occasional
11,3,1259.43,0,Regular
35,1,308.94,0,Regular
53,2,405.04,0,Regular
42,2,257.67,0,Regular
172,1,170.04,1,Occasional
33,1,125.58,0,Regular
38,3,496.21000000000004,0,Regular
266,1,252.81,1,Occasional
8,9,1871.77,0,Regular
11,4,852.39,0,Regular
2,11,6720.41,0,Regular
9,10,1636.43,0,Regular
32,1,361.96,0,Regular
79,3,469.0,0,Regular
30,4,1066.1499999999999,0,Regular
7,4,627.13,0,Regular
71,2,518.28,0,Regular
3,4,653.19,0,Regular
255,3,4959.1,1,Occasional
4,10,2557.18,0,Regular
15,8,4274.16,0,Regular
89,1,252.73000000000002,0,Regular
71,3,429.56,0,Regular
58,6,685.74,0,Regular
9,47,19766.59,3,High-Value
169,1,179.93,1,Occasional
198,1,135.93,1,Occasional
30,1,537.0,0,Regular
18,17,7634.7300000000005,3,High-Value
151,2,735.66,1,Occasional
8,15,5090.42,3,High-Value
269,1,343.62,1,Occasional
64,4,381.0,0,Regular
273,1,121.17000000000002,1,Occasional
24,3,1737.69,0,Regular
22,3,1383.3600000000001,0,Regular
318,1,207.73000000000002,1,Occasional
4,3,693.95,0,Regular
11,2,302.1,0,Regular
274,2,1489.5,1,Occasional
24,11,2102.54,0,Regular
40,9,1337.72,0,Regular
7,4,294.25,0,Regular
3,48,54534.14,3,High-Value
70,4,987.86,0,Regular
212,1,370.79999999999995,1,Occasional
37,4,3158.13,0,Regular
52,1,893.59,0,Regular
77,3,1744.76,0,Regular
45,2,553.36,0,Regular
178,1,1109.53,1,Occasional
372,1,106.2,1,Occasional
93,2,982.07,0,Regular
9,3,1043.41,0,Regular
104,1,735.67,0,Regular
77,1,773.03,0,Regular
172,1,880.85,1,Occasional
6,32,9743.11,3,High-Value
212,4,895.61,1,Occasional
21,5,504.8,0,Regular
256,1,88.2,1,Occasional
281,1,306.94,1,Occasional
20,2,1160.07,0,Regular
9,6,2420.84,0,Regular
307,1,381.32,1,Occasional
67,1,480.71,0,Regular
214,2,457.81,1,Occasional
17,6,4597.02,0,Regular
103,4,1370.6,0,Regular
42,1,219.39000000000001,0,Regular
3,1,248.08,0,Regular
181,3,39916.5,3,High-Value
83,1,410.48,0,Regular
333,3,876.0,1,Occasional
8,2,317.53,0,Regular
30,2,703.36,0,Regular
196,2,993.54,1,Occasional
17,7,2298.93,0,Regular
17,5,1422.52,0,Regular
310,6,319.5,1,Occasional
141,4,1300.25,0,Regular
245,1,484.95,1,Occasional
23,4,996.1,0,Regular
28,3,1567.48,0,Regular
9,3,3509.43,0,Regular
29,10,2760.56,0,Regular
17,1,340.11,0,Regular
17,4,1352.75,0,Regular
14,5,1551.78,0,Regular
133,1,244.8,0,Regular
245,1,266.4,1,Occasional
133,1,358.82,0,Regular
49,2,457.72,0,Regular
113,3,1633.78,0,Regular
6,2,2199.31,0,Regular
22,2,184.19,0,Regular
24,15,11528.48,3,High-Value
65,1,406.53,0,Regular
59,4,1471.0,0,Regular
49,11,3447.4,0,Regular
169,1,330.11,1,Occasional
17,5,977.9300000000001,0,Regular
127,3,982.42,0,Regular
14,8,1387.99,0,Regular
238,1,139.05,1,Occasional
2,4,1286.7,0,Regular
239,2,178.96,1,Occasional
51,7,2354.25,0,Regular
45,1,498.74,0,Regular
225,1,259.45,1,Occasional
7,17,6580.44,3,High-Value
3,4,1194.73,0,Regular
164,2,1327.16,1,Occasional
239,1,623.5,1,Occasional
10,1,301.29,0,Regular
133,1,520.8000000000001,0,Regular
16,10,5291.33,0,Regular
9,13,4745.69,0,Regular
30,1,329.25,0,Regular
74,1,254.28,0,Regular
0,3,961.49,0,Regular
3,3,1936.07,0,Regular
44,1,401.40000000000003,0,Regular
1,30,18641.010000000002,3,High-Value
356,1,158.16,1,Occasional
17,2,304.47,0,Regular
68,3,824.58,0,Regular
372,1,487.75,1,Occasional
320,1,158.8,1,Occasional
25,1,106.56,0,Regular
330,1,1289.5,1,Occasional
8,5,1624.05,0,Regular
322,1,135.75,1,Occasional
71,1,224.14,0,Regular
259,1,40.5,1,Occasional
17,5,2206.95,0,Regular
366,1,87.5,1,Occasional
65,3,689.4799999999999,0,Regular
153,2,622.85,1,Occasional
28,2,402.2,0,Regular
69,1,310.62,0,Regular
13,2,411.41,0,Regular
1,16,4777.18,3,High-Value
0,41,16225.39,3,High-Value
119,3,1044.32,0,Regular
60,1,499.32,0,Regular
2,15,7616.53,3,High-Value
2,1,3861.0,0,Regular
10,3,1079.6100000000001,0,Regular
91,2,193.64,0,Regular
58,4,1268.7,0,Regular
86,5,1236.54,0,Regular
25,6,1827.8,0,Regular
356,1,316.58,1,Occasional
84,2,653.24,0,Regular
9,4,420.29999999999995,0,Regular
0,5,870.12,0,Regular
224,1,331.18,1,Occasional
59,2,894.4100000000001,0,Regular
240,1,101.8,1,Occasional
318,2,328.35,1,Occasional
1,8,1661.44,0,Regular
46,3,734.94,0,Regular
87,1,96.6,0,Regular
10,11,5756.89,0,Regular
175,1,305.75,1,Occasional
51,6,1778.96,0,Regular
365,1,403.25,1,Occasional
318,1,585.0,1,Occasional
225,2,755.75,1,Occasional
357,2,322.08,1,Occasional
233,1,409.40000000000003,1,Occasional
310,1,154.41,1,Occasional
36,5,1219.4,0,Regular
65,4,3386.71,0,Regular
238,2,429.6,1,Occasional
112,2,612.06,0,Regular
276,1,197.0,1,Occasional
217,12,2247.51,1,Occasional
298,1,321.05,1,Occasional
1,4,1412.32,0,Regular
28,3,1071.99,0,Regular
9,2,780.59,0,Regular
44,5,1706.57,0,Regular
66,8,1756.44,0,Regular
73,1,316.68,0,Regular
64,2,631.57,0,Regular
133,3,2515.84,0,Regular
237,2,514.15,1,Occasional
121,1,356.0,0,Regular
31,13,6688.46,3,High-Value
8,11,10484.99,3,High-Value
35,2,740.78,0,Regular
15,5,918.1999999999999,0,Regular
126,1,300.36,0,Regular
66,1,890.85,0,Regular
148,1,98.45,1,Occasional
282,1,317.15,1,Occasional
168,2,623.16,1,Occasional
99,7,1810.77,0,Regular
134,1,254.82,0,Regular
323,1,178.95000000000002,1,Occasional
106,1,156.51,0,Regular
63,1,393.74,0,Regular
150,2,1506.1200000000001,1,Occasional
337,1,119.3,1,Occasional
21,5,1717.36,0,Regular
23,1,408.8,0,Regular
15,7,2379.49,0,Regular
6,15,2493.34,3,High-Value
56,2,721.94,0,Regular
3,2,716.57,0,Regular
37,1,615.14,0,Regular
65,1,128.63,0,Regular
46,1,255.89999999999998,0,Regular
354,1,290.51,1,Occasional
171,1,113.12,1,Occasional
58,9,2332.15,0,Regular
49,1,240.55,0,Regular
21,2,486.69,0,Regular
42,5,2306.52,0,Regular
28,3,939.78,0,Regular
4,18,7943.22,3,High-Value
25,15,4668.3,3,High-Value
200,1,178.39,1,Occasional
50,6,3672.86,0,Regular
9,3,641.94,0,Regular
1,12,4799.9,0,Regular
66,7,4507.01,0,Regular
63,1,496.44,0,Regular
50,12,5049.95,0,Regular
289,1,574.02,1,Occasional
60,8,694.4000000000001,0,Regular
63,3,1174.35,0,Regular
95,1,205.3,0,Regular
273,1,310.47,1,Occasional
0,91,60632.75,2,High-Value
74,4,924.85,0,Regular
109,1,52.0,0,Regular
198,1,327.97,1,Occasional
63,2,570.5,0,Regular
326,1,165.0,1,Occasional
3,1,312.62,0,Regular
283,1,204.5,1,Occasional
43,1,267.13,0,Regular
70,3,2748.31,0,Regular
85,1,679.68,0,Regular
103,1,161.74,0,Regular
333,1,311.71,1,Occasional
52,1,208.75,0,Regular
38,3,1049.7,0,Regular
31,2,714.96,0,Regular
365,4,1661.06,1,Occasional
207,1,1028.56,1,Occasional
156,3,350.82,1,Occasional
53,1,170.22,0,Regular
65,2,574.07,0,Regular
80,1,2020.52,0,Regular
129,1,406.09,0,Regular
86,1,364.5,0,Regular
0,3,563.94,0,Regular
45,1,393.54,0,Regular
332,1,252.42000000000002,1,Occasional
365,1,201.60000000000002,1,Occasional
71,1,158.04,0,Regular
157,2,463.90999999999997,1,Occasional
372,1,115.65,1,Occasional
11,7,1934.66,0,Regular
254,2,770.12,1,Occasional
28,2,277.05,0,Regular
30,10,2718.03,0,Regular
4,22,8347.2,3,High-Value
39,1,427.93,0,Regular
361,1,418.92,1,Occasional
372,1,326.0,1,Occasional
95,2,913.19,0,Regular
25,7,2314.32,0,Regular
74,2,602.51,0,Regular
56,4,1877.59,0,Regular
20,1,446.94000000000005,0,Regular
40,7,2386.05,0,Regular
136,1,2007.3999999999999,0,Regular
7,12,2415.91,0,Regular
128,1,168.0,0,Regular
39,3,1221.56,0,Regular
168,7,3703.29,1,Occasional
8,5,1690.2600000000002,0,Regular
213,2,596.85,1,Occasional
14,6,5955.71,0,Regular
169,2,642.41,1,Occasional
39,1,316.88,0,Regular
185,1,394.14,1,Occasional
269,1,140.54,1,Occasional
171,1,500.0,1,Occasional
4,4,1535.53,0,Regular
15,2,231.86,0,Regular
9,4,2183.54,0,Regular
325,1,107.45,1,Occasional
112,1,288.18,0,Regular
289,1,94.0,1,Occasional
15,2,1345.53,0,Regular
0,3,815.77,0,Regular
91,5,716.2,0,Regular
148,2,626.77,1,Occasional
188,1,349.1,1,Occasional
30,2,510.71000000000004,0,Regular
33,4,1046.74,0,Regular
263,1,267.18,1,Occasional
83,8,3450.84,0,Regular
25,4,1348.93,0,Regular
170,1,190.53,1,Occasional
9,3,774.9000000000001,0,Regular
312,1,559.61,1,Occasional
64,4,3984.32,0,Regular
84,1,508.8,0,Regular
24,1,135.86,0,Regular
58,4,950.36,0,Regular
322,2,97.7,1,Occasional
37,1,43.5,0,Regular
253,2,383.34,1,Occasional
18,5,1404.07,0,Regular
32,3,1430.54,0,Regular
14,1,93.78,0,Regular
26,2,397.35,0,Regular
22,1,171.19,0,Regular
213,2,533.3,1,Occasional
7,5,1041.48,0,Regular
21,1,149.29,0,Regular
11,3,1067.75,0,Regular
261,1,200.16,1,Occasional
130,1,156.57999999999998,0,Regular
54,3,383.68,0,Regular
248,1,594.0,1,Occasional
1,7,3213.59,0,Regular
8,2,1411.21,0,Regular
263,1,113.5,1,Occasional
330,1,155.17,1,Occasional
312,1,494.64,1,Occasional
25,3,974.52,0,Regular
29,1,429.84,0,Regular
29,3,528.48,0,Regular
1,7,1371.77,0,Regular
361,1,179.1,1,Occasional
282,3,434.59000000000003,1,Occasional
261,1,237.07,1,Occasional
24,1,161.64,0,Regular
353,1,214.26,1,Occasional
93,3,234.6,0,Regular
28,1,126.14,0,Regular
337,1,1044.65,1,Occasional
19,18,7354.62,3,High-Value
84,1,334.53,0,Regular
8,3,524.88,0,Regular
50,2,467.51,0,Regular
49,2,538.55,0,Regular
1,1,454.48,0,Regular
112,1,371.56,0,Regular
13,7,1771.2,0,Regular
76,1,454.10999999999996,0,Regular
39,2,1399.92,0,Regular
115,1,905.5,0,Regular
15,12,10879.76,3,High-Value
160,4,225.26,1,Occasional
0,4,3590.41,0,Regular
29,3,2564.5,0,Regular
92,1,91.32000000000001,0,Regular
22,3,1134.28,0,Regular
94,6,3100.09,0,Regular
27,2,659.4599999999999,0,Regular
32,5,1953.41,0,Regular
20,2,1280.58,0,Regular
17,2,1262.2,0,Regular
2,27,13316.4,3,High-Value
7,4,1131.56,0,Regular
15,12,10384.93,3,High-Value
362,1,141.04,1,Occasional
80,1,52.83,0,Regular
52,5,3610.96,0,Regular
22,3,972.08,0,Regular
171,1,475.86,1,Occasional
188,6,1000.27,1,Occasional
330,1,250.0,1,Occasional
11,5,900.53,0,Regular
155,2,121.0,1,Occasional
32,19,14758.220000000001,3,High-Value
11,11,4023.7200000000003,0,Regular
44,3,62.43,0,Regular
232,1,267.03,1,Occasional
63,8,1921.55,0,Regular
1,1,343.5,0,Regular
39,8,3000.2,0,Regular
32,2,397.99,0,Regular
83,1,412.01000000000005,0,Regular
24,1,440.0,0,Regular
1,3,734.37,0,Regular
32,2,148.44,0,Regular
18,8,2428.53,0,Regular
253,1,229.33,1,Occasional
22,11,3962.6,0,Regular
21,4,1497.31,0,Regular
7,2,1972.39,0,Regular
24,4,1564.73,0,Regular
18,3,807.57,0,Regular
172,4,502.9,1,Occasional
162,1,110.92,1,Occasional
6,1,538.46,0,Regular
10,1,213.3,0,Regular
113,1,85.13000000000001,0,Regular
287,1,127.86,1,Occasional
8,9,3546.71,0,Regular
53,2,288.96999999999997,0,Regular
6,14,4910.6,3,High-Value
76,3,1681.46,0,Regular
3,4,575.63,0,Regular
36,1,436.06,0,Regular
216,1,90.12,1,Occasional
59,1,428.93,0,Regular
277,1,217.2,1,Occasional
11,16,4794.86,3,High-Value
23,1,279.77,0,Regular
28,1,468.91,0,Regular
11,4,800.59,0,Regular
351,1,134.55,1,Occasional
21,4,1400.44,0,Regular
49,2,173.16,0,Regular
18,1,186.01,0,Regular
2,3,758.29,0,Regular
103,5,1375.71,0,Regular
6,12,4148.82,0,Regular
11,4,650.4300000000001,0,Regular
4,7,2533.42,0,Regular
31,2,591.1899999999999,0,Regular
177,4,675.64,1,Occasional
37,1,921.37,0,Regular
150,3,258.88,1,Occasional
161,1,127.1,1,Occasional
68,2,327.6,0,Regular
120,13,3675.77,0,Regular
24,3,682.9100000000001,0,Regular
23,4,720.86,0,Regular
176,1,455.3,1,Occasional
49,4,913.6800000000001,0,Regular
255,3,478.53000000000003,1,Occasional
46,1,388.58,0,Regular
70,1,199.8,0,Regular
15,5,1771.78,0,Regular
100,5,1406.59,0,Regular
34,1,324.57,0,Regular
52,1,240.68,0,Regular
26,2,761.74,0,Regular
10,14,6776.56,3,High-Value
7,9,1297.8700000000001,0,Regular
78,1,48.480000000000004,0,Regular
51,1,216.39,0,Regular
35,5,1198.23,0,Regular
60,9,2920.16,0,Regular
336,1,104.76,1,Occasional
27,4,1093.68,0,Regular
183,1,298.48,1,Occasional
51,1,112.46000000000001,0,Regular
9,13,1591.45,0,Regular
35,2,195.15,0,Regular
9,23,10399.74,3,High-Value
32,4,776.851,0,Regular
10,1,336.40000000000003,0,Regular
56,3,1553.18,0,Regular
3,4,1293.03,0,Regular
42,9,3709.56,0,Regular
140,1,301.03,0,Regular
116,4,588.13,0,Regular
103,4,1534.26,0,Regular
74,2,675.8,0,Regular
4,9,2870.2400000000002,0,Regular
44,2,1186.35,0,Regular
15,8,3285.31,0,Regular
16,1,243.55,0,Regular
89,2,724.76,0,Regular
52,1,223.36,0,Regular
133,1,425.32,0,Regular
3,15,12416.11,3,High-Value
104,4,1887.2,0,Regular
191,3,664.0,1,Occasional
165,4,803.54,1,Occasional
18,1,612.01,0,Regular
157,3,447.64000000000004,1,Occasional
203,2,639.5,1,Occasional
335,2,816.0,1,Occasional
36,3,646.3,0,Regular
90,1,337.74,0,Regular
92,2,877.4399999999999,0,Regular
8,2,922.53,0,Regular
242,1,560.67,1,Occasional
44,4,748.5,0,Regular
22,1,30.0,0,Regular
189,5,1024.1000000000001,1,Occasional
43,1,306.45,0,Regular
24,9,1600.86,0,Regular
316,2,309.8,1,Occasional
105,1,138.14,0,Regular
50,1,386.43,0,Regular
167,2,2222.21,1,Occasional
39,1,301.32,0,Regular
217,1,76.32000000000001,1,Occasional
39,4,684.34,0,Regular
296,1,173.05,1,Occasional
18,7,2657.13,0,Regular
87,4,2726.23,0,Regular
72,5,2446.6,0,Regular
80,3,323.69,0,Regular
18,3,3435.76,0,Regular
48,1,657.23,0,Regular
52,1,352.7,0,Regular
23,4,781.28,0,Regular
8,3,1333.68,0,Regular
24,5,1426.16,0,Regular
116,1,193.75,0,Regular
8,9,2993.1,0,Regular
119,2,254.1,0,Regular
3,2,239.76,0,Regular
251,1,136.8,1,Occasional
27,1,191.04,0,Regular
0,14,6479.4,3,High-Value
266,2,409.98,1,Occasional
32,8,2711.11,0,Regular
17,1,309.65,0,Regular
171,2,696.68,1,Occasional
1,4,1529.0,0,Regular
264,1,211.5,1,Occasional
139,4,2293.62,0,Regular
200,1,143.1,1,Occasional
63,4,1060.56,0,Regular
34,4,916.98,0,Regular
40,7,3235.25,0,Regular
283,1,133.25,1,Occasional
8,5,1072.3600000000001,0,Regular
142,2,356.7,0,Regular
11,2,330.03000000000003,0,Regular
145,4,1101.1100000000001,0,Regular
233,1,150.3,1,Occasional
32,13,5030.07,0,Regular
23,1,598.73,0,Regular
11,1,471.40000000000003,0,Regular
35,5,2211.21,0,Regular
364,1,190.7,1,Occasional
200,2,218.25,1,Occasional
14,1,415.25,0,Regular
16,7,5159.06,0,Regular
212,1,85.0,1,Occasional
65,3,1120.88,0,Regular
211,2,294.12,1,Occasional
282,1,162.3,1,Occasional
114,2,1339.45,0,Regular
14,8,1188.1200000000001,0,Regular
18,16,4812.42,3,High-Value
65,1,449.12,0,Regular
48,1,154.88,0,Regular
15,4,775.96,0,Regular
77,1,34.8,0,Regular
18,4,1094.59,0,Regular
133,1,196.88,0,Regular
12,3,946.64,0,Regular
39,1,144.36,0,Regular
234,3,44534.3,3,High-Value
2,8,2463.05,0,Regular
39,7,2626.6,0,Regular
304,1,79.2,1,Occasional
50,3,458.57,0,Regular
9,6,2364.25,0,Regular
60,4,528.01,0,Regular
65,2,714.42,0,Regular
24,1,205.25,0,Regular
217,3,253.04,1,Occasional
64,2,583.75,0,Regular
31,2,1086.92,0,Regular
87,6,3279.97,0,Regular
63,1,315.06,0,Regular
115,3,621.8299999999999,0,Regular
6,26,56252.72,3,High-Value
5,1,635.6800000000001,0,Regular
68,1,270.8,0,Regular
244,1,104.9,1,Occasional
132,1,241.62,0,Regular
240,4,1047.11,1,Occasional
183,3,475.28000000000003,1,Occasional
24,3,345.46,0,Regular
9,3,2614.7400000000002,0,Regular
10,1,246.3,0,Regular
32,5,2328.9700000000003,0,Regular
45,3,4919.0,0,Regular
25,3,933.26,0,Regular
357,1,351.3,1,Occasional
9,1,218.75,0,Regular
43,2,1612.69,0,Regular
14,3,965.61,0,Regular
149,1,610.01,1,Occasional
0,8,2708.61,0,Regular
112,4,2207.4,0,Regular
75,3,884.14,0,Regular
106,2,696.89,0,Regular
45,3,1063.95,0,Regular
142,1,451.42,0,Regular
50,1,415.82000000000005,0,Regular
0,13,4206.39,0,Regular
22,17,5488.18,3,High-Value
45,3,784.58,0,Regular
49,3,903.9,0,Regular
305,4,3651.27,1,Occasional
35,5,515.77,0,Regular
78,4,1391.98,0,Regular
21,6,2218.62,0,Regular
106,5,1801.14,0,Regular
207,2,1303.9099999999999,1,Occasional
16,4,1945.33,0,Regular
63,5,2100.6,0,Regular
48,4,1905.45,0,Regular
319,1,206.98,1,Occasional
43,2,570.96,0,Regular
2,2,885.47,0,Regular
371,1,15.0,1,Occasional
171,1,532.94,1,Occasional
55,3,1654.31,0,Regular
72,14,1836.0900000000001,0,Regular
98,2,636.14,0,Regular
37,1,576.0,0,Regular
57,3,794.64,0,Regular
253,1,836.79,1,Occasional
69,4,2225.15,0,Regular
43,4,954.09,0,Regular
49,1,137.37,0,Regular
64,1,391.98,0,Regular
10,19,33643.08,3,High-Value
32,3,1048.49,0,Regular
58,2,355.56,0,Regular
72,4,1224.06,0,Regular
303,1,118.95000000000002,1,Occasional
45,1,130.73999999999998,0,Regular
17,8,3711.77,0,Regular
37,2,389.27,0,Regular
18,2,234.88,0,Regular
186,2,160.71,1,Occasional
51,1,110.8,0,Regular
3,12,2969.12,0,Regular
136,5,712.24,0,Regular
3,27,16143.64,3,High-Value
18,1,297.0,0,Regular
15,5,1427.57,0,Regular
40,8,965.16,0,Regular
11,8,3146.92,0,Regular
7,4,832.88,0,Regular
25,2,68.84,0,Regular
21,6,1936.3200000000002,0,Regular
40,3,895.13,0,Regular
100,1,211.89,0,Regular
4,15,3810.14,3,High-Value
276,2,149.64,1,Occasional
32,1,351.44,0,Regular
14,2,316.25,0,Regular
63,7,4405.88,0,Regular
1,2,490.33,0,Regular
368,1,329.03000000000003,1,Occasional
311,5,501.39000000000004,1,Occasional
198,4,516.36,1,Occasional
1,2,396.48,0,Regular
92,3,379.35,0,Regular
59,1,181.09,0,Regular
80,1,168.31,0,Regular
156,2,420.07,1,Occasional
226,1,511.68,1,Occasional
252,2,258.25,1,Occasional
149,1,179.17,1,Occasional
193,2,208.59,1,Occasional
0,5,1383.83,0,Regular
368,1,56.25,1,Occasional
23,1,337.28,0,Regular
16,3,351.73,0,Regular
9,7,5126.76,0,Regular
7,1,164.68,0,Regular
19,7,1567.69,0,Regular
3,3,882.72,0,Regular
173,1,191.94,1,Occasional
0,8,1228.88,0,Regular
177,2,264.62,1,Occasional
15,8,1502.8600000000001,0,Regular
247,1,123.1,1,Occasional
190,2,334.23,1,Occasional
19,2,525.69,0,Regular
153,4,167.5,1,Occasional
172,1,323.03000000000003,1,Occasional
372,1,369.5,1,Occasional
372,1,127.08,1,Occasional
193,1,207.15,1,Occasional
66,1,426.63,0,Regular
3,8,2495.87,0,Regular
20,3,1107.46,0,Regular
238,2,416.86,1,Occasional
63,1,145.35,0,Regular
111,5,404.58,0,Regular
89,15,6115.01,3,High-Value
310,1,35.8,1,Occasional
133,1,337.44,0,Regular
276,1,325.1,1,Occasional
364,1,181.0,1,Occasional
82,1,1708.24,0,Regular
7,2,955.24,0,Regular
16,2,364.72,0,Regular
31,4,1744.71,0,Regular
8,2,708.22,0,Regular
33,4,781.91,0,Regular
14,8,1657.28,0,Regular
23,14,4416.26,3,High-Value
31,1,428.89,0,Regular
73,1,104.35,0,Regular
19,2,470.76,0,Regular
16,4,808.87,0,Regular
22,2,397.68,0,Regular
2,3,666.1,0,Regular
303,1,314.1,1,Occasional
17,12,4199.85,0,Regular
366,1,307.82000000000005,1,Occasional
38,7,3442.15,0,Regular
83,1,371.01,0,Regular
164,2,427.64,1,Occasional
16,2,1054.73,0,Regular
76,1,1098.78,0,Regular
88,3,2398.86,0,Regular
24,8,3408.48,0,Regular
21,4,1465.12,0,Regular
2,10,2780.63,0,Regular
122,2,1142.42,0,Regular
29,1,168.12,0,Regular
11,7,1432.77,0,Regular
18,1,156.78,0,Regular
43,2,792.11,0,Regular
3,1,41.989999999999995,0,Regular
8,7,2777.67,0,Regular
54,1,414.27,0,Regular
87,6,1032.58,0,Regular
36,5,3080.22,0,Regular
2,3,12393.7,0,Regular
29,5,2735.37,0,Regular
11,4,578.71,0,Regular
210,1,101.4,1,Occasional
47,4,1693.81,0,Regular
23,3,478.78,0,Regular
21,4,972.11,0,Regular
245,3,392.4,1,Occasional
7,16,3352.96,3,High-Value
34,3,1415.29,0,Regular
3,47,37130.6,3,High-Value
37,3,646.83,0,Regular
3,3,704.55,0,Regular
2,8,1465.51,0,Regular
46,1,211.88,0,Regular
38,2,408.90000000000003,0,Regular
46,9,3786.2400000000002,0,Regular
16,3,851.01,0,Regular
259,1,602.63,1,Occasional
45,3,719.81,0,Regular
11,1,251.03,0,Regular
29,1,439.65999999999997,0,Regular
42,1,236.09,0,Regular
91,6,934.62,0,Regular
38,63,80850.84,2,High-Value
309,1,331.24,1,Occasional
91,2,547.9,0,Regular
5,20,8778.82,3,High-Value
195,3,437.7,1,Occasional
86,2,758.92,0,Regular
269,3,855.02,1,Occasional
7,3,471.78000000000003,0,Regular
64,3,1313.55,0,Regular
30,3,3166.4,0,Regular
21,5,1177.47,0,Regular
37,4,773.99,0,Regular
119,4,1340.7,0,Regular
372,2,256.44,1,Occasional
39,3,1074.81,0,Regular
173,1,137.9,1,Occasional
53,1,362.06,0,Regular
32,2,1511.95,0,Regular
144,1,783.9,1,Occasional
220,1,134.8,1,Occasional
44,1,650.75,0,Regular
15,7,2263.12,0,Regular
65,6,1453.16,0,Regular
9,4,1153.62,0,Regular
259,1,335.32,1,Occasional
364,1,367.14,1,Occasional
16,5,1521.04,0,Regular
21,2,852.15,0,Regular
44,1,326.24,0,Regular
287,1,584.3199999999999,1,Occasional
296,1,122.39999999999999,1,Occasional
2,10,2234.73,0,Regular
283,1,79.2,1,Occasional
16,3,1352.0,0,Regular
81,2,217.16,0,Regular
55,5,2799.42,0,Regular
100,2,1317.62,0,Regular
298,1,436.18,1,Occasional
22,5,981.51,0,Regular
58,5,1121.39,0,Regular
154,2,315.06,1,Occasional
114,3,817.86,0,Regular
106,1,17.0,0,Regular
11,4,1078.23,0,Regular
263,1,320.62,1,Occasional
239,1,185.04999999999998,1,Occasional
87,7,2005.63,0,Regular
49,3,731.9,0,Regular
70,1,1290.7,0,Regular
41,3,1842.14,0,Regular
6,6,1429.64,0,Regular
61,1,298.21,0,Regular
248,1,336.96,1,Occasional
65,1,108.38,0,Regular
17,7,3204.1600000000003,0,Regular
84,1,842.5,0,Regular
218,2,611.88,1,Occasional
44,3,1320.95,0,Regular
142,4,195.73999999999998,0,Regular
182,1,161.38,1,Occasional
170,1,135.75000000000003,1,Occasional
9,8,1660.8799999999999,0,Regular
211,1,612.78,1,Occasional
